id,first_name,last_name,email,gender,ip_address,value
974,Avril,Gurg,agurgr1@twitter.com,Female,96.4.201.244,$28.74M
975,Calla,Gerge,cgerger2@instagram.com,Female,112.121.137.210,$47.58M
976,Ewen,Polglase,epolglaser3@bluehost.com,Male,255.227.129.100,$308.11M
977,Merl,Case,mcaser4@friendfeed.com,Female,19.229.174.45,n/a
978,Gustavus,MacMillan,gmacmillanr5@apple.com,Male,218.218.27.96,$26.78B
979,Adrea,Gorden,agordenr6@free.fr,Female,229.182.102.53,$58.46M
980,Shirley,Lordon,slordonr7@rakuten.co.jp,Female,138.107.109.118,$22.58M
981,Dyann,Scholler,dschollerr8@youtu.be,Female,158.255.193.140,$1.6B
982,Elysha,Pflieger,epfliegerr9@army.mil,Female,170.132.102.190,n/a
983,Ainslie,Danilin,adanilinra@ifeng.com,Female,95.58.203.106,$84.31M
984,Arlen,Bowne,abownerb@youtube.com,Female,248.4.111.167,$279.5M
985,Halley,Thomann,hthomannrc@parallels.com,not male,217.229.202.188,$5.33B
986,Erich,Massot,emassotrd@google.cn,Male,207.45.145.124,$824M
987,Chrystal,Pink,cpinkre@nytimes.com,Female,36.221.157.39,$508.59M
988,Peter,Hague,shaguerf@cnn.com,Female,62.155.230.97,$1.03B
989,Austin,Burdus,aburdusrg@mayoclinic.com,Female,225.195.116.165,$2.62B
990,Nikola,Seawell,nseawellrh@oakley.com,Male,47.236.244.142,$1.25B
991,Tawnya,Yurin,tyurinri@ezinearticles.com,Other,214.94.10.187,$1.69B
992,Tabbie,Christy,tchristyrj@cnet.com,Male,135.139.181.86,$224.53M
993,Humberto,Bennen,hbennenrk@uol.com.br,Male,87.151.207.53,$487.74M
994,Royall,Dies,rdiesrl@noaa.gov,Male,145.163.191.19,$20.68B
995,Stanleigh,Juzek,sjuzekrm@devhub.com,Male,122.44.240.172,$674.56M
996,Giles,Chatwin,gchatwinrn@bbb.org,Male,232.47.247.188,$2.41M
997,Maje,Wivell,mwivellro@so-net.ne.jp,Male,108.222.124.28,$384.84M
998,Fleur,Toothill,ftoothillrp@java.com,Female,29.214.172.17,$8.44B
999,Kendell,Andriuzzi,kandriuzzirq@wisc.edu,Male,50.26.92.156,$5.99M
1000,Osbert,O'Halleghane,oohalleghanerr@cam.ac.uk,Male,127.223.49.10,$27.68B
